727621 467 380 926 600
710 695 392 695 707
775 457 767 604 621
274 575 638 504 519
649 670 666 491 575
675 644 530 824 301
685 479 323 444 528
582 485 482 389 820
777 472 525 711 602
429 620 560 494 508
616 539 497 404 475
491 654 506 613 430
528 477 541 420 480
433 623 634 542 378
601 496 413 685 436
580 530 563 583 773
224 723 649 492 570
631 582 462 547 638
615 689 437 532 496
782 458 899 691 284
502 489 459 675 455
411 709 788 545 436
595 603 696 447 612
684 466 698 606 663
